timestamp,open,low,high,close,volume
2021-11-01 09:00:00,222,222,222,222,0
2021-11-01 09:01:00,226,226,226,226,100
2021-11-01 09:02:00,222,222,222,222,10200
2021-11-01 09:03:00,226,226,226,226,1100
2021-11-01 09:04:00,226,226,226,226,100
2021-11-01 09:05:00,226,222,226,222,14800
2021-11-01 09:06:00,222,222,222,222,4000
2021-11-01 09:07:00,226,226,226,226,300
2021-11-01 09:08:00,226,226,226,226,0
2021-11-01 09:09:00,226,226,226,226,0
2021-11-01 09:10:00,226,226,226,226,200
2021-11-01 09:11:00,226,226,226,226,0
2021-11-01 09:12:00,226,226,226,226,0
2021-11-01 09:13:00,226,226,226,226,0
2021-11-01 09:14:00,226,226,226,226,0
2021-11-01 09:15:00,226,226,226,226,0
2021-11-01 09:16:00,226,226,226,226,1000
2021-11-01 09:17:00,226,226,226,226,0
2021-11-01 09:18:00,226,226,226,226,0
2021-11-01 09:19:00,226,226,226,226,0
2021-11-01 09:20:00,226,226,226,226,1800
2021-11-01 09:21:00,226,226,226,226,100
2021-11-01 09:22:00,226,226,226,226,0
2021-11-01 09:23:00,226,226,226,226,600
2021-11-01 09:24:00,226,226,226,226,0
2021-11-01 09:25:00,226,226,226,226,0
2021-11-01 09:26:00,226,226,226,226,0
2021-11-01 09:27:00,226,226,226,226,100
2021-11-01 09:28:00,222,222,222,222,300
2021-11-01 09:29:00,222,222,222,222,0
2021-11-01 09:30:00,224,224,224,224,1900
2021-11-01 09:31:00,224,224,224,224,0
2021-11-01 09:32:00,224,224,224,224,0
2021-11-01 09:33:00,224,224,224,224,1000
2021-11-01 09:34:00,224,224,224,224,0
2021-11-01 09:35:00,224,224,224,224,27500
2021-11-01 09:36:00,224,224,224,224,0
2021-11-01 09:37:00,224,224,224,224,0
2021-11-01 09:38:00,224,224,224,224,0
2021-11-01 09:39:00,224,224,224,224,0
2021-11-01 09:40:00,224,224,224,224,0
2021-11-01 09:41:00,224,224,224,224,0
2021-11-01 09:42:00,224,224,224,224,0
2021-11-01 09:43:00,224,224,224,224,0
2021-11-01 09:44:00,224,224,224,224,0
2021-11-01 09:45:00,224,224,224,224,0
2021-11-01 09:46:00,224,224,224,224,0
2021-11-01 09:47:00,226,226,226,226,100
2021-11-01 09:48:00,226,226,226,226,0
2021-11-01 09:49:00,226,226,226,226,5100
2021-11-01 09:50:00,226,226,226,226,0
2021-11-01 09:51:00,226,226,226,226,0
2021-11-01 09:52:00,226,226,226,226,15600
2021-11-01 09:53:00,226,226,226,226,0
2021-11-01 09:54:00,226,226,226,226,0
2021-11-01 09:55:00,226,226,226,226,0
2021-11-01 09:56:00,226,226,226,226,0
2021-11-01 09:57:00,226,226,226,226,0
2021-11-01 09:58:00,226,226,226,226,0
2021-11-01 09:59:00,226,226,226,226,2400
2021-11-01 10:00:00,226,226,226,226,0
2021-11-01 10:01:00,226,226,226,226,0
2021-11-01 10:02:00,226,226,226,226,0
2021-11-01 10:03:00,226,226,226,226,0
2021-11-01 10:04:00,226,226,226,226,100
2021-11-01 10:05:00,226,226,226,226,0
2021-11-01 10:06:00,226,226,226,226,0
2021-11-01 10:07:00,226,226,226,226,0
2021-11-01 10:08:00,226,226,226,226,0
2021-11-01 10:09:00,226,224,226,224,1300
2021-11-01 10:10:00,226,224,226,224,0
2021-11-01 10:11:00,224,224,226,226,5100
2021-11-01 10:12:00,224,224,226,226,0
2021-11-01 10:13:00,224,224,226,226,0
2021-11-01 10:14:00,226,226,226,226,1000
2021-11-01 10:15:00,226,226,226,226,0
2021-11-01 10:16:00,224,224,224,224,2000
2021-11-01 10:17:00,224,224,224,224,1500
2021-11-01 10:18:00,226,226,226,226,10100
2021-11-01 10:19:00,226,226,226,226,0
2021-11-01 10:20:00,226,226,226,226,0
2021-11-01 10:21:00,226,226,226,226,800
2021-11-01 10:22:00,226,226,226,226,2500
2021-11-01 10:23:00,226,226,226,226,0
2021-11-01 10:24:00,226,226,226,226,1100
2021-11-01 10:25:00,226,226,226,226,0
2021-11-01 10:26:00,226,226,226,226,0
2021-11-01 10:27:00,226,226,226,226,0
2021-11-01 10:28:00,224,224,224,224,15000
2021-11-01 10:29:00,224,224,224,224,0
2021-11-01 10:30:00,224,224,224,224,0
2021-11-01 10:31:00,224,224,224,224,0
2021-11-01 10:32:00,224,224,224,224,0
2021-11-01 10:33:00,224,224,224,224,0
2021-11-01 10:34:00,224,224,224,224,0
2021-11-01 10:35:00,224,224,224,224,0
2021-11-01 10:36:00,224,224,224,224,0
2021-11-01 10:37:00,224,224,224,224,0
2021-11-01 10:38:00,224,224,224,224,0
2021-11-01 10:39:00,224,224,224,224,0
2021-11-01 10:40:00,224,224,224,224,5000
2021-11-01 10:41:00,224,224,224,224,0
2021-11-01 10:42:00,224,224,224,224,0
2021-11-01 10:43:00,224,224,224,224,0
2021-11-01 10:44:00,226,226,226,226,2300
2021-11-01 10:45:00,226,226,226,226,0
2021-11-01 10:46:00,226,226,226,226,0
2021-11-01 10:47:00,226,226,226,226,0
2021-11-01 10:48:00,226,226,226,226,0
2021-11-01 10:49:00,226,226,226,226,0
2021-11-01 10:50:00,226,226,226,226,0
2021-11-01 10:51:00,226,226,226,226,0
2021-11-01 10:52:00,226,226,226,226,0
2021-11-01 10:53:00,226,226,226,226,0
2021-11-01 10:54:00,226,226,226,226,0
2021-11-01 10:55:00,226,226,226,226,0
2021-11-01 10:56:00,226,226,226,226,0
2021-11-01 10:57:00,226,226,226,226,0
2021-11-01 10:58:00,226,226,226,226,0
2021-11-01 10:59:00,226,226,226,226,0
2021-11-01 11:00:00,226,226,226,226,0
2021-11-01 11:01:00,226,226,226,226,0
2021-11-01 11:02:00,226,226,226,226,0
2021-11-01 11:03:00,226,226,226,226,0
2021-11-01 11:04:00,226,226,226,226,0
2021-11-01 11:05:00,226,226,226,226,0
2021-11-01 11:06:00,226,226,226,226,0
2021-11-01 11:07:00,226,226,226,226,500
2021-11-01 11:08:00,226,226,226,226,0
2021-11-01 11:09:00,226,226,226,226,0
2021-11-01 11:10:00,226,226,226,226,0
2021-11-01 11:11:00,226,226,226,226,20000
2021-11-01 11:12:00,226,226,226,226,0
2021-11-01 11:13:00,226,226,226,226,0
2021-11-01 11:14:00,226,226,226,226,0
2021-11-01 11:15:00,226,226,226,226,0
2021-11-01 11:16:00,226,226,226,226,5000
2021-11-01 11:17:00,226,226,226,226,0
2021-11-01 11:18:00,226,226,226,226,100
2021-11-01 11:19:00,226,226,226,226,0
2021-11-01 11:20:00,226,226,226,226,0
2021-11-01 11:21:00,226,226,226,226,300
2021-11-01 11:22:00,226,226,226,226,0
2021-11-01 11:23:00,226,226,226,226,0
2021-11-01 11:24:00,226,226,226,226,0
2021-11-01 11:25:00,226,226,226,226,50000
2021-11-01 11:26:00,226,226,226,226,0
2021-11-01 11:27:00,226,226,226,226,0
2021-11-01 11:28:00,226,226,226,226,0
2021-11-01 11:29:00,226,226,226,226,0
2021-11-01 11:30:00,226,226,226,226,0
2021-11-01 11:31:00,226,226,226,226,0
2021-11-01 11:32:00,226,226,226,226,0
2021-11-01 11:33:00,226,226,226,226,0
2021-11-01 11:34:00,226,226,226,226,0
2021-11-01 11:35:00,226,226,226,226,0
2021-11-01 11:36:00,226,226,226,226,0
2021-11-01 11:37:00,226,226,226,226,0
2021-11-01 11:38:00,226,226,226,226,0
2021-11-01 11:39:00,226,226,226,226,0
2021-11-01 11:40:00,226,226,226,226,0
2021-11-01 11:41:00,226,226,226,226,0
2021-11-01 11:42:00,226,226,226,226,0
2021-11-01 11:43:00,226,226,226,226,0
2021-11-01 11:44:00,226,226,226,226,0
2021-11-01 11:45:00,226,226,226,226,0
2021-11-01 11:46:00,226,226,226,226,0
2021-11-01 11:47:00,226,226,226,226,0
2021-11-01 11:48:00,226,226,226,226,0
2021-11-01 11:49:00,226,226,226,226,0
2021-11-01 11:50:00,226,226,226,226,0
2021-11-01 11:51:00,226,226,226,226,0
2021-11-01 11:52:00,226,226,226,226,0
2021-11-01 11:53:00,226,226,226,226,0
2021-11-01 11:54:00,226,226,226,226,0
2021-11-01 11:55:00,226,226,226,226,0
2021-11-01 11:56:00,226,226,226,226,0
2021-11-01 11:57:00,226,226,226,226,0
2021-11-01 11:58:00,226,226,226,226,0
2021-11-01 11:59:00,226,226,226,226,0
2021-11-01 12:00:00,226,226,226,226,0
2021-11-01 12:01:00,226,226,226,226,0
2021-11-01 12:02:00,226,226,226,226,0
2021-11-01 12:03:00,226,226,226,226,0
2021-11-01 12:04:00,226,226,226,226,0
2021-11-01 12:05:00,226,226,226,226,0
2021-11-01 12:06:00,226,226,226,226,0
2021-11-01 12:07:00,226,226,226,226,0
2021-11-01 12:08:00,226,226,226,226,0
2021-11-01 12:09:00,226,226,226,226,0
2021-11-01 12:10:00,226,226,226,226,0
2021-11-01 12:11:00,226,226,226,226,0
2021-11-01 12:12:00,226,226,226,226,0
2021-11-01 12:13:00,226,226,226,226,0
2021-11-01 12:14:00,226,226,226,226,0
2021-11-01 12:15:00,226,226,226,226,0
2021-11-01 12:16:00,226,226,226,226,0
2021-11-01 12:17:00,226,226,226,226,0
2021-11-01 12:18:00,226,226,226,226,0
2021-11-01 12:19:00,226,226,226,226,0
2021-11-01 12:20:00,226,226,226,226,0
2021-11-01 12:21:00,226,226,226,226,0
2021-11-01 12:22:00,226,226,226,226,0
2021-11-01 12:23:00,226,226,226,226,0
2021-11-01 12:24:00,226,226,226,226,0
2021-11-01 12:25:00,226,226,226,226,0
2021-11-01 12:26:00,226,226,226,226,0
2021-11-01 12:27:00,226,226,226,226,0
2021-11-01 12:28:00,226,226,226,226,0
2021-11-01 12:29:00,226,226,226,226,0
2021-11-01 12:30:00,226,226,226,226,0
2021-11-01 12:31:00,226,226,226,226,0
2021-11-01 12:32:00,226,226,226,226,0
2021-11-01 12:33:00,226,226,226,226,0
2021-11-01 12:34:00,226,226,226,226,0
2021-11-01 12:35:00,226,226,226,226,0
2021-11-01 12:36:00,226,226,226,226,0
2021-11-01 12:37:00,226,226,226,226,0
2021-11-01 12:38:00,226,226,226,226,0
2021-11-01 12:39:00,226,226,226,226,0
2021-11-01 12:40:00,226,226,226,226,0
2021-11-01 12:41:00,226,226,226,226,0
2021-11-01 12:42:00,226,226,226,226,0
2021-11-01 12:43:00,226,226,226,226,0
2021-11-01 12:44:00,226,226,226,226,0
2021-11-01 12:45:00,226,226,226,226,0
2021-11-01 12:46:00,226,226,226,226,0
2021-11-01 12:47:00,226,226,226,226,0
2021-11-01 12:48:00,226,226,226,226,0
2021-11-01 12:49:00,226,226,226,226,0
2021-11-01 12:50:00,226,226,226,226,0
2021-11-01 12:51:00,226,226,226,226,0
2021-11-01 12:52:00,226,226,226,226,0
2021-11-01 12:53:00,226,226,226,226,0
2021-11-01 12:54:00,226,226,226,226,0
2021-11-01 12:55:00,226,226,226,226,0
2021-11-01 12:56:00,226,226,226,226,0
2021-11-01 12:57:00,226,226,226,226,0
2021-11-01 12:58:00,226,226,226,226,0
2021-11-01 12:59:00,226,226,226,226,0
2021-11-01 13:00:00,226,226,226,226,0
2021-11-01 13:01:00,226,226,226,226,0
2021-11-01 13:02:00,226,226,226,226,0
2021-11-01 13:03:00,226,226,226,226,0
2021-11-01 13:04:00,226,226,226,226,0
2021-11-01 13:05:00,226,226,226,226,0
2021-11-01 13:06:00,226,226,226,226,0
2021-11-01 13:07:00,226,226,226,226,0
2021-11-01 13:08:00,226,226,226,226,0
2021-11-01 13:09:00,226,226,226,226,0
2021-11-01 13:10:00,226,226,226,226,0
2021-11-01 13:11:00,226,226,226,226,0
2021-11-01 13:12:00,226,226,226,226,0
2021-11-01 13:13:00,226,226,226,226,0
2021-11-01 13:14:00,226,226,226,226,0
2021-11-01 13:15:00,226,226,226,226,0
2021-11-01 13:16:00,226,226,226,226,0
